id,shop,category,sub_category,item_name,description,price_base,weight,limited_stock,rural,urban
130,,Adventuring Gear,default,Rations (1 day),"Rations consist of dry foods suitable for extended travel, including jerky, dried fruit, hardtack, and nuts.",0.5,0.91,False,False,False
131,,Adventuring Gear,default,Robes,A standard set of robes.,1.0,1.81,False,False,False
132,,Adventuring Gear,default,"Rope, Hempen (50 feet)","Rope, has 2 hit points and can be burst with a DC 17 Strength check.",1.0,4.54,False,False,False
133,,Adventuring Gear,default,"Rope, Silk (50 feet)","Rope, has 2 hit points and can be burst with a DC 17 Strength check.",10.0,2.27,False,False,False
134,,Adventuring Gear,default,Sack,A sack can hold 1 cubic foot/ 30 pounds of gear.,0.01,0.23,False,False,False
135,,Adventuring Gear,default,"Scale, Merchant's","A scale includes a small balance, pans, and a suitable assortment of weights up to 2 pounds. With it, you can measure the exact weight of small objects, such as raw precious metals or trade goods, to help determine their worth.",5.0,1.36,False,False,False
136,,Adventuring Gear,default,Sealing Wax,"When you press a signet ring into warm sealing wax, you leave an identifying mark.",0.5,NULL,False,False,False
137,,Adventuring Gear,default,Shovel,A standard shovel used for digging.,2.0,2.27,False,False,False
138,,Adventuring Gear,default,Signal Whistle,A small whistle used for signaling.,0.05,NULL,False,False,False
139,,Adventuring Gear,default,Signet Ring,"Each signet ring has a distinctive design carved into it. When you press this ring into warm sealing wax, you leave an identifying mark.",5.0,NULL,False,False,False
140,,Adventuring Gear,default,Soap,A commodity used for bathing.,0.02,NULL,False,False,False
141,,Adventuring Gear,default,Spellbook,"Essential for wizards, a spellbook is a leather-bound tome with 100 blank vellum pages suitable for recording spells.",50.0,1.36,False,False,False
142,,Adventuring Gear,default,"Spikes, Iron (10)",Standard iron spikes typically used with a hammer.,1.0,2.27,False,False,False
143,,Adventuring Gear,default,Spyglass,Objects viewed through a spyglass are magnified to twice their size.,1000.0,0.45,False,False,False
144,,Adventuring Gear,default,"Tent, Two-Person","A simple and portable canvas shelter, a tent sleeps two.",2.0,9.07,False,False,False
145,,Adventuring Gear,default,Tinderbox,"This small container holds flint, fire steel, and tinder (usually dry cloth soaked in light oil) used to kindle a fire. Using it to light a torch -- or anything else with abundant, exposed fuel -- takes an action. Lighting any other fire takes 1 minute.",0.5,0.45,False,False,False
146,,Adventuring Gear,default,Torch,"A torch burns for 1 hour, providing bright light in a 20-foot radius and dim light for an additional 20 feet. If you make a melee attack with a burning torch and hit, it deals 1 fire damage.",0.01,0.45,False,False,False
147,,Adventuring Gear,default,Vial,A vial can hold 4 ounces of liquid.,1.0,NULL,False,False,False
148,,Adventuring Gear,default,Waterskin (full),A waterskin can hold 4 pints of liquid.,0.2,2.27,False,False,False
149,,Adventuring Gear,default,Whetstone,A standard whetstone used to sharpen blades.,0.01,0.45,False,False,False
150,,Tools and Kits,Artisan's Tools,Alchemist's Supplies,"Alchemist's supplies enable a character to produce useful concoctions, such as acid or alchemist's fire.  Crafting alchemical items can be done by using materials worth half the price of purchasing the item.",50.0,3.63,False,False,False
151,,Tools and Kits,Artisan's Tools,Brewer's Supplies,"Brewing is the art of producing beer and other alcoholic beverages. These supplies also allow for the purification and treatment of water, making it safe to drink. Crafting beer takes weeks of fermentation, but only a few hours of work.",20.0,4.08,False,False,False
152,,Tools and Kits,Artisan's Tools,Calligrapher's Supplies,"Calligraphy treats writing as a delicate, beautiful art. Calligraphers produce text that is pleasing to the eye, using a style that is difficult to forge. Their supplies also give them some ability to examine scripts and determine if they are legitimate, since a calligrapher's training involves long hours of studying writing and attempting to replicate its style and design.",10.0,2.27,False,False,False
153,,Tools and Kits,Artisan's Tools,Carpenter's Tools,"Skill at carpentry enables a character to construct wooden structures. A carpenter can build a house, a shack, a wooden cabinet, or similar items.",8.0,2.72,False,False,False
154,,Tools and Kits,Artisan's Tools,Cartographer's Tools,"Using cartographer's tools, you can create accurate maps to make travel easier for yourself and those who come after you. These maps can range from large-scale depictions of mountain ranges to diagrams that show the layout of a dungeon level.",15.0,2.72,False,False,False
155,,Tools and Kits,Artisan's Tools,Cobbler's Tools,"Although the cobbler's trade might seem too humble for an adventurer, a good pair of boots will see a character across rugged wilderness and through deadly dungeons.",5.0,2.27,False,False,False
156,,Tools and Kits,Artisan's Tools,Cook's Utensils,"Adventuring is a hard life. With a cook along on the journey, your meals will be much better than the typical mix of hardtack and dried fruit.",1.0,3.63,False,False,False
157,,Tools and Kits,Artisan's Tools,Glassblower's Tools,Someone proficient with glassblower's tools has not only the ability to shape glass but also specialized knowledge of the methods used to produce glass objects.,30.0,2.27,False,False,False
158,,Tools and Kits,Artisan's Tools,Jeweler's Tools,Training with jeweler's tools includes the basic techniques needed to beautify gems. It also gives you expertise in identifying precious stones.,25.0,0.91,False,False,False
159,,Tools and Kits,Artisan's Tools,Leatherworker's Tools,Knowledge of leatherworking extends to lore concerning animal hides and their properties. It also confers knowledge of leather armor and similar goods.,5.0,2.27,False,False,False
160,,Tools and Kits,Artisan's Tools,Mason's Tools,"Mason's tools allow you to craft stone structures, including walls and buildings crafted from brick.",10.0,3.63,False,False,False
161,,Tools and Kits,Artisan's Tools,Painter's Supplies,"Proficiency with painter's supplies represents your ability to paint and draw. You also acquire an understanding of art history, which can aid you in examining works of art.",10.0,2.27,False,False,False
162,,Tools and Kits,Artisan's Tools,Potter's Tools,"Potter's tools are used to create a variety of ceramic objects, most typically pots and similar vessels.",10.0,1.36,False,False,False
163,,Tools and Kits,Artisan's Tools,Smith's Tools,"Smith's tools allow you to work metal, beating it to alter its shape, repair damage, or work raw ingots into useful items.",20.0,3.63,False,False,False
164,,Tools and Kits,Artisan's Tools,Tinker's Tools,"A set of tinker's tools is designed to enable you to repair many mundane objects. Though you can't manufacture much with tinker's tools, you can mend torn clothes, sharpen a worn sword, and patch a tattered suit of chain mail.",50.0,4.54,False,False,False
165,,Tools and Kits,Artisan's Tools,Weaver's Tools,Weaver's tools allow you to create cloth and tailor it into articles of clothing.,1.0,2.27,False,False,False
166,,Tools and Kits,Artisan's Tools,Woodcarver's Tools,"Woodcarver's tools allow you to craft intricate objects from wood, such as wooden tokens or arrows.Woodcarver's tools consist of a knife, a gouge, and a small saw.: Your expertise lends you additional insight when you examine wooden objects, such as figurines or arrows.: Your knowledge of wooden objects gives you some added insight when you examine trees.: As part of a short rest, you can repair a single damaged wooden object.: As part of a short rest, you can craft up to five arrows. As part of a long rest, you can craft up to twenty. You must have enough wood on hand to produce them.DC 10 - Craft a small wooden figurineDC 15 - Carve an intricate pattern in wood",1.0,2.27,False,False,False
167,,Tools and Kits,default,Disguise Kit,"The perfect tool for anyone who wants to engage in trickery, a disguise kit enables its owner to adopt a false identity.A disguise kit includes cosmetics, hair dye, small props, and a few pieces of clothing.: In certain cases, a disguise can improve your ability to weave convincing lies.: The right disguise can make you look more fearsome, whether you want to scare someone away by posing as a plague victim or intimidate a gang of thugs by taking the appearance of a bully.: A cunning disguise can enhance an audience's enjoyment of a performance, provided the disguise is properly designed to evoke the desired reaction.: Folk tend to trust a person in uniform. If you disguise yourself as an authority figure, your efforts to persuade others are often more effective.: As part of a long rest, you can create a disguise. It takes you 1 minute to don such a disguise once you have created it. You can carry only one such disguise on you at a time without drawing undue attention, unless you have a bag of holding or a similar method to keep them hidden. Each disguise weighs 1 pound.At other times, it takes 10 minutes to craft a disguise that involves moderate changes to your appearance, and 30 minutes for one that requires more extensive changes.DC 10 - Cover injuries or distinguishing marksDC 15 - Spot a disguise being used by someone elseDC 20 - Copy a humanoid's appearance",25.0,1.36,False,False,False
168,,Tools and Kits,default,Forgery Kit,"A forgery kit is designed to duplicate documents and to make it easier to copy a person's seal or signature.A forgery kit includes several different types of ink, a variety of parchments and papers, several quills, seals and sealing wax, gold and silver leaf, and small tools to sculpt melted wax to mimic a seal.: A forgery kit can be used in conjunction with the Arcana skill to determine if a magic item is real or fake.: A well-crafted forgery, such as papers proclaiming you to be a noble or a writ that grants you safe passage, can lend credence to a lie.: A forgery kit combined with your knowledge of history improves your ability to create fake historical documents or to tell if an old document is authentic.: When you examine objects, proficiency with a forgery kit is useful for determining how an object was made and whether it is genuine.: Knowledge of other tools makes your forgeries that much more believable. For example, you could combine proficiency with a forgery kit and proficiency with cartographer's tools to make a fake map.: As part of a short rest, you can produce a forged document no more than one page in length. As part of a long rest, you can produce a document that is up to four pages long. Your Intelligence check using a forgery kit determines the DC for someone else's Intelligence (Investigation) check to spot the fake.DC 15 - Mimic handwritingDC 20 - Duplicate a wax seal",15.0,2.27,False,False,False
169,,Tools and Kits,Musical Instruments,Bagpipes,A woodwind instrument using enclosed reeds fed from a constant reservoir of air in the form of a bag.,30.0,2.72,False,False,False
170,,Tools and Kits,Musical Instruments,Birdpipes,"Pan pipes or satyr pipes, also known as the shalm, these are sacred to Lliira and popular with wood elf and wild elf bards.DC 10 - Identify a tuneDC 20 - Improvise a tune",12.0,0.91,False,False,False
171,,Tools and Kits,Musical Instruments,Drum,"A musical percussion instrument consisting of a hollow, usually cylindrical, body covered at one or both ends with a tightly stretched membrane, or head, which is struck with the hand, a stick, or a pair of sticks, and typically produces a booming, tapping, or hollow sound.DC 10 - Identify a tuneDC 20 - Improvise a tune",6.0,1.36,False,False,False
172,,Tools and Kits,Musical Instruments,Dulcimer,A stringed musical instrument in which the strings are beaten with small hammers rather than plucked.DC 10 - Identify a tuneDC 20 - Improvise a tune,25.0,4.54,False,False,False
173,,Tools and Kits,Musical Instruments,Flute,A musical wind instrument consisting of a tube with a series of finger holes or keys.DC 10 - Identify a tuneDC 20 - Improvise a tune,2.0,0.45,False,False,False
174,,Tools and Kits,Musical Instruments,Glaur,"Short, curved horns like a cornucopia. Played with valves, glaur sound like trumpets, while those without valves, known as gloon, have a more mournful sound.DC 10 - Identify a tuneDC 20 - Improvise a tune",3.0,0.91,False,False,False
175,,Tools and Kits,Musical Instruments,Hand Drum,A double-headed skin drum fitted with handles along its side.DC 10 - Identify a tuneDC 20 - Improvise a tune,6.0,1.36,False,False,False
176,,Tools and Kits,Musical Instruments,Horn,"A musical instruments made of a tube, usually made of metal and often curved in various ways, with one narrow end into which the musician blows, and a wide end from which sound emerges.DC 10 - Identify a tuneDC 20 - Improvise a tune",3.0,0.91,False,False,False
177,,Tools and Kits,Musical Instruments,Longhorn,"A Faerûnian flute of sophisticated make, found only in areas with skilled artisans, as in great cities or elven enclaves.DC 10 - Identify a tuneDC 20 - Improvise a tune",2.0,0.45,False,False,False
178,,Tools and Kits,Musical Instruments,Lute,"A stringed musical instrument having a long, fretted neck and a hollow, typically pear or oval-shaped body with a vaulted back.DC 10 - Identify a tuneDC 20 - Improvise a tune",35.0,0.91,False,False,False
179,,Tools and Kits,Musical Instruments,Lyre,A stringed instrument of the harp class having an approximately U-shaped frame and used by the ancient Greeks especially to accompany song and recitation.DC 10 - Identify a tuneDC 20 - Improvise a tune,30.0,0.91,False,False,False
180,,Tools and Kits,Musical Instruments,Pan Flute,"A musical instrument composed of numerous pipes, lined in a row. The pipes are either of different length or are blocked at different points. The instrument is played by blowing into the pipes.DC 10 - Identify a tuneDC 20 - Improvise a tune",12.0,0.91,False,False,False
181,,Tools and Kits,Musical Instruments,Shawm,"A medieval form of the oboe. A shawm is a wind instrument with a conical bore and flaring bell, and is played by blowing through a double reed.DC 10 - Identify a tuneDC 20 - Improvise a tune",2.0,0.45,False,False,False
182,,Tools and Kits,Musical Instruments,Songhorn,"A recorder, a simple type of flute, usually carved from wood.DC 10 - Identify a tuneDC 20 - Improvise a tune",2.0,0.45,False,False,False
183,,Tools and Kits,Musical Instruments,Tantan,"A tambourine, a popular instrument with halflings and humans south of the Dalelands.DC 10 - Identify a tuneDC 20 - Improvise a tune",6.0,1.36,False,False,False
184,,Tools and Kits,Musical Instruments,Thelarr,"Also known as a whistlecane, a simple and easy-to-make wind instrument cut from a reed. They are so simple, in fact, that skilled bards frequently make and give them away to children — to the parents’ delight or regret.DC 10 - Identify a tuneDC 20 - Improvise a tune",2.0,0.45,False,False,False
185,,Tools and Kits,Musical Instruments,Tocken,"A hanging set of carved oval bells, usually played with a pair of light wooden hammers (or open handed). They are most common in underground cultures, where the resonant tones can carry.DC 10 - Identify a tuneDC 20 - Improvise a tune",6.0,1.36,False,False,False
186,,Tools and Kits,Musical Instruments,Viol,"A string instrument that is played with a bow. A viol differs from the violin in having deeper ribs, sloping shoulders, a greater number of strings, usually six, and frets.DC 10 - Identify a tuneDC 20 - Improvise a tune",30.0,0.45,False,False,False
187,,Tools and Kits,Musical Instruments,Wargong,"A metal gong, traditionally made from a shield, particularly the shield of an enemy. Both goblins and dwarves make and play wargongs, their sound echoing through tunnels in the Underdark.DC 10 - Identify a tuneDC 20 - Improvise a tune",30.0,2.72,False,False,False
188,,Tools and Kits,Musical Instruments,Yarting,A southern instrument from Amn and Calimshan that is a Faerûnian analog to the guitar. Numerous variations have spread across the continent.DC 10 - Identify a tuneDC 20 - Improvise a tune,35.0,0.91,False,False,False
189,,Tools and Kits,Musical Instruments,Zulkoon,"A complex pump organ that originated with the zulkirs of Thay, who use it in the casting of their spells. It is considered to have a dramatic, but sinister, sound.DC 10 - Identify a tuneDC 20 - Improvise a tune",30.0,2.72,False,False,False
190,,Tools and Kits,default,Navigator's Tools,"Proficiency with navigator's tools helps you determine a true course based on observing the stars. It also grants you insight into charts and maps while developing your sense of direction.Navigator's tools include a sextant, a compass, calipers, a ruler, parchment, ink, and a quill.: Knowledge of navigator's tools helps you avoid becoming lost and also grants you insight into the most likely location for roads and settlements.: By taking careful measurements, you can determine your position on a nautical chart and the time of day.DC 10 - Plot a courseDC 15 - Discover your position on a nautical chart",25.0,0.91,False,False,False
191,,Tools and Kits,default,Poisoner's Kit,"A poisoner's kit is a favored resource for thieves, assassins, and others who engage in skulduggery. It allows you to apply poisons and create them from various materials. Your knowledge of poisons also helps you treat them.A poisoner's kit includes glass vials, a mortar and pestle, chemicals, and a glass stirring rod.: Your training with poisons can help you when you try to recall facts about infamous poisonings.: Your knowledge of poisons has taught you to handle those substances carefully, giving you an edge when you inspect poisoned objects or try to extract clues from events that involve poison.: When you treat the victim of a poison, your knowledge grants you added insight into how to provide the best care to your patient.: Working with poisons enables you to acquire lore about which plants and animals are poisonous.: Your proficiency allows you to handle and apply a poison without risk of exposing yourself to its effects.DC 10 - Spot a poisoned objectDC 20 - Determine the effects of a poison",50.0,0.91,False,False,False
192,,Tools and Kits,default,Thieves' Tools,"Perhaps the most common tools used by adventurers, thieves' tools are designed for picking locks and foiling traps. Proficiency with the tools also grants you a general knowledge of traps and locks.Thieves' tools include a small file, a set of lock picks, a small mirror mounted on a metal handle, a set of narrow-bladed scissors, and a pair of pliers.: Your knowledge of traps grants you insight when answering questions about locations that are renowned for their traps.: You gain additional insight when looking for traps, because you have learned a variety of common signs that betray their presence.: Just as you can disable traps, you can also set them. As part of a short rest, you can create a trap using items you have on hand. The total of your check becomes the DC for someone else's attempt to discover or disable the trap. The trap deals damage appropriate to the materials used in crafting it (such as poison or a weapon) or damage equal to half the total of your check, whichever the DM deems appropriate.",25.0,0.45,False,False,False
193,,"Tack, Harness & Drawn Vehicles",default,Bit and Bridle,NULL,2.0,0.45,False,False,False
194,,"Tack, Harness & Drawn Vehicles",default,Carriage,A four-wheeled passenger vehicle pulled by one or more horses.,100.0,272.16,False,False,False
195,,"Tack, Harness & Drawn Vehicles",default,Cart,"A heavy, usually horse-drawn, 2-wheeled vehicle used for farming or transporting freight.",15.0,90.72,False,False,False
196,,"Tack, Harness & Drawn Vehicles",default,Chariot,NULL,250.0,45.36,False,False,False
197,,"Tack, Harness & Drawn Vehicles",default,Feed (per day),NULL,0.05,4.54,False,False,False
198,,"Tack, Harness & Drawn Vehicles",Saddle,Exotic Saddle,An exotic saddle is required for riding any aquatic or flying mount.,60.0,18.14,False,False,False
199,,"Tack, Harness & Drawn Vehicles",Saddle,Military Saddle,"A military saddle braces the rider, helping stay seated on an active mount in battle. It gives a creature advantage on any check they make to remain mounted.",20.0,13.61,False,False,False
200,,"Tack, Harness & Drawn Vehicles",Saddle,Pack Saddle,NULL,5.0,6.8,False,False,False
201,,"Tack, Harness & Drawn Vehicles",Saddle,Riding Saddle,NULL,10.0,11.34,False,False,False
202,,"Tack, Harness & Drawn Vehicles",default,Saddlebags,"Saddle bags, come with two large pouches, one on each side of the animal.",4.0,3.63,False,False,False
203,,"Tack, Harness & Drawn Vehicles",default,Sled,NULL,30.0,136.08,False,False,False
204,,"Tack, Harness & Drawn Vehicles",default,Wagon,"A four-wheeled vehicle, usually drawn by horse or oxen, primarily used for carrying goods. Most wagons are pulled by a single horse, although 2 horses can pull a wagon as well.",35.0,181.44,False,False,False
205,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Padding (Light)","Barding is armor designed to protect an animal’s head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",20.0,7.26,False,False,False
206,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Leather (Light)","Barding is armor designed to protect an animal’s head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",40.0,9.07,False,False,False
207,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Studded Leather (Light)","Barding is armor designed to protect an animal’s head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",180.0,11.79,False,False,False
208,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Hide (Medium)","Barding is armor designed to protect an animal’s head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",40.0,10.89,False,False,False
209,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Chain Shirt (Medium)","Barding is armor designed to protect an animal's head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",200.0,18.14,False,False,False
210,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Scale Mail (Medium)","Barding is armor designed to protect an animal's head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",200.0,40.82,False,False,False
211,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Breastplate (Medium)","Barding is armor designed to protect an animal's head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",1600.0,18.14,False,False,False
212,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Half Plate (Medium)","Barding is armor designed to protect an animal's head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",3000.0,36.29,False,False,False
213,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Ring Mail (Heavy)","Barding is armor designed to protect an animal's head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",120.0,36.29,False,False,False
214,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Chain Mail (Heavy)","Barding is armor designed to protect an animal's head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",300.0,49.9,False,False,False
215,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Splint (Heavy)","Barding is armor designed to protect an animal's head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",800.0,54.43,False,False,False
216,,"Tack, Harness & Drawn Vehicles",Barding,"Barding, Full Plate (Heavy)","Barding is armor designed to protect an animal's head, neck, chest, and body. The cost is four times the equivalent armor made for humanoids, and it weighs twice as much.",6000.0,58.97,False,False,False
